
 Version: 2.1
 Chunks: 1
 Start: 2026-09-04 00:16:58 (UTC)
 Duration: 7 s

 Event Type                              Count  Size (bytes)
 jdk.AllocationRequiringGC                   0             0
 jdk.ContainerCPUThrottling                  0             0
 jdk.G1HeapRegionTypeChange                  0             0
 jdk.ContainerMemoryUsage                    0             0
 jdk.JITRestart                              0             0
 jdk.ContainerIOUsage                        0             0
 jdk.CompilerPhase                           0             0
 jdk.CompilerInlining                        0             0
 jdk.CodeCacheFull                           0             0
 jdk.SafepointStateSynchronization           0             0
 jdk.SafepointCleanup                        0             0
 jdk.SafepointCleanupTask                    0             0
 jdk.SafepointEnd                            0             0
 jdk.Shutdown                                0             0
 jdk.ObjectAllocationInNewTLAB               0             0
 jdk.ObjectAllocationOutsideTLAB             0             0
 jdk.NativeMemoryUsage                       0             0
 jdk.NativeMemoryUsageTotal                  0             0
 jdk.DumpReason                              0             0
 jdk.DataLoss                                0             0
 jdk.ThreadContextSwitchRate                 0             0
 jdk.NetworkUtilization                      0             0
 jdk.SymbolTableStatistics                   0             0
 jdk.StringTableStatistics                   0             0
 jdk.ThreadDump                              0             0
 jdk.SecurityProviderService                 0             0
 jdk.Deserialization                         0             0
 jdk.FileForce                               0             0
 jdk.FileRead                                0             0
 jdk.FileWrite                               0             0
 jdk.SocketRead                              0             0
 jdk.SocketWrite                             0             0
 jdk.ObjectCount                             0             0
 jdk.JavaExceptionThrow                      0             0
 jdk.G1HeapRegionInformation                 0             0
 jdk.ZYoungGarbageCollection                 0             0
 jdk.ZOldGarbageCollection                   0             0
 jdk.ZAllocationStall                        0             0
 jdk.ZPageAllocation                         0             0
 jdk.ProcessStart                            0             0
 jdk.ZRelocationSet                          0             0
 jdk.ZRelocationSetGroup                     0             0
 jdk.SecurityPropertyModification            0             0
 jdk.ZStatisticsCounter                      0             0
 jdk.ZStatisticsSampler                      0             0
 jdk.ThreadSleep                             0             0
 jdk.ZThreadPhase                            0             0
 jdk.ZUncommit                               0             0
 jdk.TLSHandshake                            0             0
 jdk.ZUnmap                                  0             0
 jdk.ShenandoahHeapRegionStateChange         0             0
 jdk.VirtualThreadStart                      0             0
 jdk.ShenandoahHeapRegionInformation         0             0
 jdk.Flush                                   0             0
 jdk.VirtualThreadEnd                        0             0
 jdk.HeapDump                                0             0
 jdk.GCLocker                                0             0
 jdk.VirtualThreadPinned                     0             0
 jdk.FinalizerStatistics                     0             0
 jdk.JavaAgent                               0             0
 jdk.VirtualThreadSubmitFailed               0             0
 jdk.NativeAgent                             0             0
 jdk.X509Certificate                         0             0
 jdk.X509Validation                          0             0
